id,place_name,category_name,category_group_code,category_group_name,phone,address_name,road_address_name,x,y,place_url,distance
1327908252,KFC 창동역점,음식점 > 패스트푸드 > KFC,FD6,음식점,02-6224-9894,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.04985675089654,37.65460167653494,http://place.map.kakao.com/1327908252,73
21411003,생생돈까스 하나로창동점,"음식점 > 일식 > 돈까스,우동",FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.050537985321,37.6548365430496,http://place.map.kakao.com/21411003,77
2086165778,유엑스플러스푸드,음식점 > 구내식당,FD6,음식점,,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.049925837294,37.654540380514,http://place.map.kakao.com/2086165778,80
524535584,오스시,"음식점 > 일식 > 초밥,롤",FD6,음식점,,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.049925837294,37.654540380514,http://place.map.kakao.com/524535584,80
413134330,감탄계숯불치킨 창동씨드큐브점,음식점 > 치킨,FD6,음식점,02-6077-8998,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.049925837294,37.654540380514,http://place.map.kakao.com/413134330,80
584111730,애슐리퀸즈 창동씨드큐브점,음식점 > 패밀리레스토랑 > 애슐리,FD6,음식점,070-5150-4857,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.049925837294,37.654540380514,http://place.map.kakao.com/584111730,80
21129840,하북성,음식점 > 중식 > 중국요리,FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.05083168117383,37.655110315486745,http://place.map.kakao.com/21129840,89
21412714,정식품,음식점 > 한식,FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.05083168117383,37.655110315486745,http://place.map.kakao.com/21412714,89
21385819,유선식품,음식점 > 분식,FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.05083168117383,37.655110315486745,http://place.map.kakao.com/21385819,89
1430861740,거궁 창동점,음식점 > 한식 > 한정식,FD6,음식점,02-6077-8989,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.04977048180812,37.65438727915304,http://place.map.kakao.com/1430861740,97
2031546651,송사부수제쌀고로케 하나로마트창동점,"음식점 > 간식 > 제과,베이커리 > 송사부수제쌀고로케",FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051025493654,37.6551507760165,http://place.map.kakao.com/2031546651,105
1424865971,써브웨이 창동역점,음식점 > 패스트푸드 > 샌드위치 > 써브웨이,FD6,음식점,02-6958-7081,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.05009454107822,37.65431956830442,http://place.map.kakao.com/1424865971,106
526954119,도담솥밥,음식점 > 한식,FD6,음식점,02-6077-8885,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.04965821673,37.6542747036618,http://place.map.kakao.com/526954119,110
2021289992,청담동샤브 창동씨드큐브점,음식점 > 샤브샤브,FD6,음식점,,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.049876870124,37.6541845131677,http://place.map.kakao.com/2021289992,119
19332386,던킨 창동하나로점,음식점 > 간식 > 도넛 > 던킨,FD6,음식점,02-991-0450,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051277013874,37.6550632716712,http://place.map.kakao.com/19332386,129
21573715,초가집,음식점 > 한식,FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051281445227,37.6549155086448,http://place.map.kakao.com/21573715,133
1930915599,송추가마골 인어반 창동점,"음식점 > 한식 > 육류,고기 > 갈비 > 송추가마골",FD6,음식점,02-6221-3100,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.05019070813,37.6540852719929,http://place.map.kakao.com/1930915599,134
21441230,푸른칡냉면,음식점 > 한식 > 냉면,FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051331330164,37.6549479223123,http://place.map.kakao.com/21441230,136
21548159,수라당 농협하나로클럽 창동점,"음식점 > 간식 > 떡,한과",FD6,음식점,02-900-6101,서울 도봉구 창동 1-15,서울 도봉구 마들로11길 20,127.051335801102,37.6548578221337,http://place.map.kakao.com/21548159,139
1154810465,이삭토스트 창동하나로클럽점,음식점 > 간식 > 토스트 > 이삭토스트,FD6,음식점,02-900-1714,서울 도봉구 창동 1-15,서울 도봉구 마들로11길 20,127.0516257858405,37.654677499112935,http://place.map.kakao.com/1154810465,170
