id,place_name,category_name,category_group_code,category_group_name,phone,address_name,road_address_name,x,y,place_url,distance,가게 이름,별점,리뷰 수,태그들
1327908252,KFC 창동역점,음식점 > 패스트푸드 > KFC,FD6,음식점,02-6224-9894,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.04985675089654,37.65460167653494,http://place.map.kakao.com/1327908252,73,KFC 창동역점,2.6,7.0,"#데이트코스, #혼밥, #카카오페이, #제로페이"
21411003,생생돈까스 하나로창동점,"음식점 > 일식 > 돈까스,우동",FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.050537985321,37.6548365430496,http://place.map.kakao.com/21411003,77,생생돈까스 하나로창동점,0.0,0.0,#제로페이
2086165778,유엑스플러스푸드,음식점 > 구내식당,FD6,음식점,,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.049925837294,37.654540380514,http://place.map.kakao.com/2086165778,80,유엑스플러스푸드,0.0,0.0,#카카오페이
524535584,오스시,"음식점 > 일식 > 초밥,롤",FD6,음식점,,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.049925837294,37.654540380514,http://place.map.kakao.com/524535584,80,오스시,4.0,2.0,"#회전초밥, #제로페이"
413134330,감탄계숯불치킨 창동씨드큐브점,음식점 > 치킨,FD6,음식점,02-6077-8998,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.049925837294,37.654540380514,http://place.map.kakao.com/413134330,80,감탄계숯불치킨 창동씨드큐브점,3.1,11.0,#카카오페이
21129840,하북성,음식점 > 중식 > 중국요리,FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.05083168117385,37.655110315486745,http://place.map.kakao.com/21129840,89,하북성,0.0,0.0,#제로페이
21412714,정식품,음식점 > 한식,FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.05083168117385,37.655110315486745,http://place.map.kakao.com/21412714,89,정식품,0.0,0.0,#제로페이
21385819,유선식품,음식점 > 분식,FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.05083168117385,37.655110315486745,http://place.map.kakao.com/21385819,89,유선식품,0.0,0.0,
1430861740,거궁 창동점,음식점 > 한식 > 한정식,FD6,음식점,02-6077-8989,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.04977048180812,37.65438727915304,http://place.map.kakao.com/1430861740,97,거궁 창동점,2.5,31.0,"#가족모임, #돌잔치, #상견례, #친목모임"
2031546651,송사부수제쌀고로케 하나로마트창동점,"음식점 > 간식 > 제과,베이커리 > 송사부수제쌀고로케",FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051025493654,37.6551507760165,http://place.map.kakao.com/2031546651,105,송사부수제쌀고로케 하나로마트창동점,1.0,1.0,
1424865971,써브웨이 창동역점,음식점 > 패스트푸드 > 샌드위치 > 써브웨이,FD6,음식점,02-6958-7081,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.05009454107822,37.65431956830442,http://place.map.kakao.com/1424865971,106,써브웨이 창동역점,4.0,4.0,"#혼밥, #카카오페이"
526954119,도담솥밥,음식점 > 한식,FD6,음식점,02-6077-8885,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.04965821673,37.6542747036618,http://place.map.kakao.com/526954119,110,도담솥밥,4.6,13.0,
2021289992,청담동샤브 창동씨드큐브점,음식점 > 샤브샤브,FD6,음식점,,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.049876870124,37.6541845131677,http://place.map.kakao.com/2021289992,119,청담동샤브 창동씨드큐브점,0.0,0.0,
19332386,던킨 창동하나로점,음식점 > 간식 > 도넛 > 던킨,FD6,음식점,02-991-0450,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051277013874,37.6550632716712,http://place.map.kakao.com/19332386,129,던킨 창동하나로점,3.7,3.0,"#카카오페이, #제로페이"
21573715,초가집,음식점 > 한식,FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051281445227,37.6549155086448,http://place.map.kakao.com/21573715,133,초가집,0.0,0.0,
1930915599,송추가마골 인어반 창동점,"음식점 > 한식 > 육류,고기 > 갈비 > 송추가마골",FD6,음식점,02-6221-3100,서울 도봉구 창동 1-28,서울 도봉구 마들로13길 61,127.05019070813,37.6540852719929,http://place.map.kakao.com/1930915599,134,송추가마골 인어반 창동점,2.0,3.0,"#가족모임, #점심식사, #점심특선, #친목모임, #회식장소"
21441230,푸른칡냉면,음식점 > 한식 > 냉면,FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051331330164,37.6549479223123,http://place.map.kakao.com/21441230,136,푸른칡냉면,0.0,0.0,
21548159,수라당 농협하나로클럽 창동점,"음식점 > 간식 > 떡,한과",FD6,음식점,02-900-6101,서울 도봉구 창동 1-15,서울 도봉구 마들로11길 20,127.051335801102,37.6548578221337,http://place.map.kakao.com/21548159,139,수라당 농협하나로클럽 창동점,0.0,0.0,
1154810465,이삭토스트 창동하나로클럽점,음식점 > 간식 > 토스트 > 이삭토스트,FD6,음식점,02-900-1714,서울 도봉구 창동 1-15,서울 도봉구 마들로11길 20,127.0516257858405,37.654677499112935,http://place.map.kakao.com/1154810465,170,이삭토스트 창동하나로클럽점,0.0,0.0,"#카카오페이, #제로페이"
83028974,죽도령 도봉창동점,음식점 > 한식 > 죽,FD6,음식점,,서울 도봉구 창동 808,서울 도봉구 노해로69길 97,127.049342587282,37.6568065961984,http://place.map.kakao.com/83028974,177,죽도령 도봉창동점,1.0,1.0,
1492336920,밥하는 녀석들,음식점 > 한식,FD6,음식점,02-955-0828,서울 도봉구 창동 808,서울 도봉구 노해로69길 97,127.04936526461,37.6568246063514,http://place.map.kakao.com/1492336920,178,밥하는 녀석들,0.0,0.0,#이동약자접근
1088093105,더사르르아이스크림할인점세계과자,음식점 > 간식 > 아이스크림,FD6,음식점,,서울 도봉구 창동 808,서울 도봉구 노해로69길 97,127.049357335894,37.6568309165435,http://place.map.kakao.com/1088093105,179,더사르르아이스크림할인점세계과자,5.0,1.0,
397891087,샐러바웃 창동점,음식점 > 샐러드,FD6,음식점,,서울 도봉구 창동 808,서울 도봉구 노해로69길 97,127.04935393489012,37.65682911600237,http://place.map.kakao.com/397891087,179,샐러바웃 창동점,4.0,4.0,
429790222,순수덮밥 도봉구점,음식점 > 한식 > 순수덮밥,FD6,음식점,02-955-0829,서울 도봉구 창동 808,서울 도봉구 노해로69길 97,127.049334667508,37.6568264211158,http://place.map.kakao.com/429790222,179,순수덮밥 도봉구점,0.0,0.0,
550341331,순수덮밥 도봉점,음식점 > 한식,FD6,음식점,02-955-0828,서울 도봉구 창동 808,서울 도봉구 노해로69길 97,127.049365270575,37.6568336161694,http://place.map.kakao.com/550341331,179,순수덮밥 도봉점,0.0,0.0,#이동약자접근
8270227,뚜레쥬르 창동동아점,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",FD6,음식점,02-991-0049,서울 도봉구 창동 808,서울 도봉구 노해로69길 97,127.04949334447096,37.65685518607259,http://place.map.kakao.com/8270227,179,뚜레쥬르 창동동아점,4.3,3.0,"#카카오페이, #제로페이"
1852442715,프랭크버거 창동하나로마트점,음식점 > 양식 > 햄버거 > 프랭크버거,FD6,음식점,010-3365-5678,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051851507475,37.6549756252683,http://place.map.kakao.com/1852442715,180,프랭크버거 창동하나로마트점,3.0,4.0,"#혼밥, #카카오페이, #제로페이"
471995228,하즈벤 하나로마트창동점,음식점 > 일식,FD6,음식점,,서울 도봉구 창동 1-15,서울 도봉구 마들로11길 20,127.051804845499,37.6546891333853,http://place.map.kakao.com/471995228,185,하즈벤 하나로마트창동점,1.0,1.0,
766509612,빵굽는사람들,"음식점 > 간식 > 제과,베이커리",FD6,음식점,,서울 도봉구 창동 1-10,서울 도봉구 마들로11길 20,127.051891118277,37.6548999253357,http://place.map.kakao.com/766509612,185,빵굽는사람들,0.0,0.0,
10203282,김밥나라 창동점,음식점 > 분식,FD6,음식점,02-900-3855,서울 도봉구 창동 13-2,서울 도봉구 마들로11길 57,127.0501733811305,37.65359694684533,http://place.map.kakao.com/10203282,187,김밥나라 창동점,3.6,8.0,"#점심식사, #제로페이"
27349012,밀숲 창동점,음식점 > 한식 > 국수,FD6,음식점,02-907-3307,서울 도봉구 창동 14,서울 도봉구 노해로69길 26,127.05100076499998,37.65379030328459,http://place.map.kakao.com/27349012,192,밀숲 창동점,3.5,15.0,"#혼밥, #제로페이"
13561960,배스킨라빈스 창동역1점,음식점 > 간식 > 아이스크림 > 배스킨라빈스,FD6,음식점,02-999-1131,서울 도봉구 창동 13,서울 도봉구 마들로11길 65,127.049680357926,37.6534890376058,http://place.map.kakao.com/13561960,197,배스킨라빈스 창동역1점,3.2,5.0,"#카카오페이, #제로페이"
903557075,코토코토,음식점 > 일식 > 일본식라면,FD6,음식점,,서울 도봉구 창동 14,서울 도봉구 노해로69길 26,127.050862429937,37.65367053234091,http://place.map.kakao.com/903557075,198,코토코토,3.5,10.0,"#혼밥, #제로페이"
